ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
21037,variation,ORANGE-M-181914916,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - M, Orange",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,27.1,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,M,,0,Color,Orange,,0,,,,
21038,variation,CYAN-XL(60-70KG)-CHINA-20519400,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,166,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,Cyan,,0,"Ships From",CHINA,,0
21040,variation,PINK(COLOR)-LWEAR57-62.5KG-1600106225,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - L wear 57-62.5KG, pink (color)",1,0,visible,,,,,taxable,parent,1,105,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S55065f233361414b9b2c8b78c9cbec7fC.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"L wear 57-62.5KG",,0,Color,"pink (color)",,0,,,,
21041,variation,BLACK-XS-505375509,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Black",1,0,visible,,,,,taxable,parent,1,45,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,Black,,0,,,,
21043,variation,ORANGE-S-1527555433,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - S, Orange",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,26.79,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,S,,0,Color,Orange,,0,,,,
21044,variation,M-KHAKISUIT-1077648619,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - Khaki Suit, M",1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,,24.68,,,,,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,"Khaki Suit",,0,Color,M,,0,,,,
21045,variable,women-casual-lapel-cotton-linen-loose-shirt-vintage-harajuku-blouse-589209544,"Women Casual Lapel Cotton Linen Loose Shirt Vintage Harajuku Blouse",1,0,visible,,"<p><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /><img src="""" /></p>",,,taxable,,1,,,0,0,,,,,1,,,,Shop,,,"https://shopflaire.pro/wp-content/uploads/2024/09/Sa646b24974ba49bea83f96f2811954b8E-1.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S27065471712140edb0ab156339aecfaeH.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S497da16edd73429cb13761790837056bv.webp, https://shopflaire.pro/wp-content/uploads/2024/09/Seb56f450e73a475ba8b2ad78808eaaddW.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S516f7d4bfb0242599707a7c6523129b3b.webp, https://shopflaire.pro/wp-content/uploads/2024/09/S660d1edf6a164766a97acadc4e022c06S.webp",,,,,,,,,0,Size,"M, L, S, XL, XXL, blue",1,0,Color,"white, blue, pink, S",1,0,,,,
21046,variation,KHAKI-S-835560182,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - S, Khaki",1,0,visible,,,,,taxable,parent,1,29,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,S,,0,Color,Khaki,,0,,,,
21047,variation,PINK-L-225636074,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - L, Pink",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,26.88,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S4245b5e76b3e47029af35527a95addecu-2.webp,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,L,,0,Color,Pink,,0,,,,
21048,variation,CYAN-2XL(70-80KG)-CHINA-288733199,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,194,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,2XL(70-80kg),,0,Color,Cyan,,0,"Ships From",CHINA,,0
21049,variation,L-KHAKISUIT-1477692516,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - Khaki Suit, L",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,25.09,,,,,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,"Khaki Suit",,0,Color,L,,0,,,,
21050,variation,PINK(COLOR)-MWEARS50-56.5KG-373863026,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - M wears 50-56.5KG, pink (color)",1,0,visible,,,,,taxable,parent,1,104,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"M wears 50-56.5KG",,0,Color,"pink (color)",,0,,,,
21052,variation,GREEN-L-341378202,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - L, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,27.3,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S5a3f444a25a247bfbd677a0e70a9b723i.webp,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,L,,0,Color,Green,,0,,,,
21053,variation,KHAKI-XS-500423214,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Khaki",1,0,visible,,,,,taxable,parent,1,27,,0,0,,,,,0,,,22.46,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,Khaki,,0,,,,
21054,variation,COFFEE-M(35-50KG)-CHINA-1191433546,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,184,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,M(35-50kg),,0,Color,Coffee,,0,"Ships From",CHINA,,0
21055,variation,KHAKITOP-S-448442799,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - S, Khaki Top",1,0,visible,,,,,taxable,parent,1,49,,0,0,,,,,0,,,16.55,,,,,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,S,,0,Color,"Khaki Top",,0,,,,
21056,variation,BEIGE-S-270941680,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - S, Beige",1,0,visible,,,,,taxable,parent,1,343,,0,0,,,,,0,,,26.73,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Sc643a5f1f6f9484cac0eea90645b157ae-2.webp,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,S,,0,Color,Beige,,0,,,,
21057,variation,NAVYBLUESHIRT-LWEAR57-62.5KG-379963414,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - L wear 57-62.5KG, navy blue shirt",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"L wear 57-62.5KG",,0,Color,"navy blue shirt",,0,,,,
21058,variation,CHAMPAGNE-M-189971330,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, champagne",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,champagne,,0,,,,
21060,variation,BLUE-S-1509653277,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - S, Blue",1,0,visible,,,,,taxable,parent,1,40,,0,0,,,,,0,,,20.83,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Aed159d50bc1a462fa66fecfc17b33c59l-3.webp,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,S,,0,Color,Blue,,0,,,,
21063,variation,M-KHAKITOP-1661937000,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - Khaki Top, M",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,15.86,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S4c8b9826a29748c9a5c7b6f85ec969d3h.webp,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,"Khaki Top",,0,Color,M,,0,,,,
21064,variation,COFFEE-L(50-60KG)-CHINA-443383090,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,176,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,L(50-60kg),,0,Color,Coffee,,0,"Ships From",CHINA,,0
21066,variation,CHAMPAGNE-XXL-1394576223,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XXL, champagne",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,32.75,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XXL,,0,Color,champagne,,0,,,,
21067,variation,LIGHTGREEN-LWEAR57-62.5KG-880061196,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - L wear 57-62.5KG, light green",1,0,visible,,,,,taxable,parent,1,103,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"L wear 57-62.5KG",,0,Color,"light green",,0,,,,
21068,variation,BLACK-M-203839570,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - M, Black",1,0,visible,,,,,taxable,parent,1,280,,0,0,,,,,0,,,20.11,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear.jpg_640x640.jpg,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,M,,0,Color,Black,,0,,,,
21069,variation,BEIGE-M-512608592,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - M, Beige",1,0,visible,,,,,taxable,parent,1,224,,0,0,,,,,0,,,26.95,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Sc643a5f1f6f9484cac0eea90645b157ae-1.webp,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,M,,0,Color,Beige,,0,,,,
21070,variation,L-KHAKITOP-1452553757,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - Khaki Top, L",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,16.02,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S4c8b9826a29748c9a5c7b6f85ec969d3h-1.webp,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,"Khaki Top",,0,Color,L,,0,,,,
21071,variation,L-WHITE-694237629,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - WHITE, L",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,17.98,,,,https://shopflaire.pro/wp-content/uploads/2024/09/A0792844e4cb74da79409ee6210e19552G-1.webp,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,WHITE,,0,Color,L,,0,,,,
21073,variation,ROSERED-M(35-50KG)-CHINA-722368128,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,174,,0,0,,,,,0,,,6.36,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S49143aef342840fa85572be840c2cac7X.webp,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,M(35-50kg),,0,Color,"Rose Red",,0,"Ships From",CHINA,,0
21074,variation,NAVYBLUESHIRT-MWEARS50-56.5KG-830108246,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - M wears 50-56.5KG, navy blue shirt",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"M wears 50-56.5KG",,0,Color,"navy blue shirt",,0,,,,
21075,variation,DARKKHAKI-XS-797073783,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - XS, Dark Khaki",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,31.47,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,XS,,0,Color,"Dark Khaki",,0,,,,
21077,variation,BEIGE-L-378135177,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - L, Beige",1,0,visible,,,,,taxable,parent,1,318,,0,0,,,,,0,,,27.35,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,L,,0,Color,Beige,,0,,,,
21078,variation,ARMYGREEN-L-1357499376,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - L, Army Green",1,0,visible,,,,,taxable,parent,1,235,,0,0,,,,,0,,,20.11,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-1.jpg_640x640-1.jpg,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,L,,0,Color,"Army Green",,0,,,,
21079,variation,DARKKHAKI-S-928626533,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - S, Dark Khaki",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,31.47,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,S,,0,Color,"Dark Khaki",,0,,,,
21081,variation,LIGHTGREEN-MWEARS50-56.5KG-838691218,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - M wears 50-56.5KG, light green",1,0,visible,,,,,taxable,parent,1,103,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S44a2ae6d6fd54ee6871e9d666c3b1378s-2.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"M wears 50-56.5KG",,0,Color,"light green",,0,,,,
21082,variation,S-WHITE-290995802,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - WHITE, S",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,18.62,,,,,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,WHITE,,0,Color,S,,0,,,,
21083,variation,KHAKISKIRT-S-577478310,"ASDS Women Vest Skirt Sets Female Khaki Long Blazer Vest V Neck - S, Khaki Skirt",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,,14.89,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S78aae49b6bd2444a8d65d4998483e61fS-2.webp,,,asds-women-vest-skirt-sets-female-khaki-long-blazer-vest-v-neck-858678551,,,,,,0,Size,S,,0,Color,"Khaki Skirt",,0,,,,
21086,variation,ROSERED-L(50-60KG)-CHINA-847026086,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,176,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,L(50-60kg),,0,Color,"Rose Red",,0,"Ships From",CHINA,,0
21088,variation,BROWN-S-27042568,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - S, Brown",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,26.51,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,S,,0,Color,Brown,,0,,,,
21089,variation,IVORY-XL-692255043,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Ivory",1,0,visible,,,,,taxable,parent,1,214,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,Ivory,,0,,,,
21090,variation,BLUE-M-703390695,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - M, Blue",1,0,visible,,,,,taxable,parent,1,45,,0,0,,,,,0,,,20.9,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Aed159d50bc1a462fa66fecfc17b33c59l-3.webp,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,M,,0,Color,Blue,,0,,,,
21091,variation,LIGHTBLUESHIRT-XXLWEARS72-76KG-1311967659,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XXL wears 72-76KG, light blue shirt",1,0,visible,,,,,taxable,parent,1,107,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XXL wears 72-76KG",,0,Color,"light blue shirt",,0,,,,
21092,variation,DARKKHAKI-M-1386674786,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - M, Dark Khaki",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,M,,0,Color,"Dark Khaki",,0,,,,
21094,variation,BROWN-M-74634496,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - M, Brown",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,26.51,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,M,,0,Color,Brown,,0,,,,
21095,variation,ROSERED-2XL(70-80KG)-CHINA-648272672,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,244,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,2XL(70-80kg),,0,Color,"Rose Red",,0,"Ships From",CHINA,,0
21096,variation,DARKGREY-XL-705365633,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - XL, Dark Grey",1,0,visible,,,,,taxable,parent,1,236,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,XL,,0,Color,"Dark Grey",,0,,,,
21097,variation,BLUE-L-616813551,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - L, Blue",1,0,visible,,,,,taxable,parent,1,22,,0,0,,,,,0,,,20.18,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Aed159d50bc1a462fa66fecfc17b33c59l.webp,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,L,,0,Color,Blue,,0,,,,
21098,variation,IVORY-S-1174577919,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Ivory",1,0,visible,,,,,taxable,parent,1,216,,0,0,,,,,0,,,20.11,,,,,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,Ivory,,0,,,,
21099,variation,RED-XL(60-70KG)-CHINA-79110770,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,238,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,Red,,0,"Ships From",CHINA,,0
21100,variation,BROWN-L-1562720201,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - L, Brown",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,27.11,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,L,,0,Color,Brown,,0,,,,
21102,variation,BLUE-XL-864210690,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - XL, Blue",1,0,visible,,,,,taxable,parent,1,25,,0,0,,,,,0,,,20.3,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Aed159d50bc1a462fa66fecfc17b33c59l-1.webp,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,XL,,0,Color,Blue,,0,,,,
21103,variation,DARKKHAKI-L-307355376,"2023 Spring Summer Woman Cardigan And Long Dress Nature Fiber Brand - L, Dark Khaki",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,32.1,,,,,,,2023-spring-summer-woman-cardigan-and-long-dress-nature-fiber-brand-318917187,,,,,,0,Size,L,,0,Color,"Dark Khaki",,0,,,,
21104,variation,LIGHTGREEN-SWEARS40-50KG-744872690,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - S wears 40-50KG, light green",1,0,visible,,,,,taxable,parent,1,104,,0,0,,,,,0,,,17.07,,,,https://shopflaire.pro/wp-content/uploads/2024/09/S44a2ae6d6fd54ee6871e9d666c3b1378s-2.webp,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"S wears 40-50KG",,0,Color,"light green",,0,,,,
21105,variation,M-WHITE-667212391,"Women White Blue Lapel Button Shirts 2 Pieces Sets Casual Solid Long - WHITE, M",1,0,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,18.61,,,,,,,women-white-blue-lapel-button-shirts-2-pieces-sets-casual-solid-long-631009805,,,,,,0,Size,WHITE,,0,Color,M,,0,,,,
21106,variation,GREEN-S-1219937022,"Turtleneck Winter Sweater Women Elegant Thicken Velvet Lined Warm - S, Green",1,0,visible,,,,,taxable,parent,1,232,,0,0,,,,,0,,,20.11,,,,https://shopflaire.pro/wp-content/uploads/2024/09/Turtleneck-Winter-Sweater-Women-Elegant-Thicken-Velvet-Lined-Warm-Sueter-Knitted-Pullover-Slim-Tops-Jersey-Knitwear-3.jpg_640x640-3.jpg,,,turtleneck-winter-sweater-women-elegant-thicken-velvet-lined-warm-963958819,,,,,,0,Size,S,,0,Color,Green,,0,,,,
21107,variation,GREEN-M-1591626795,"Spring Summer 2023 Women Holiday Linen Pant Set Crop Tops Solid - M, Green",1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,26.98,,,,,,,spring-summer-2023-women-holiday-linen-pant-set-crop-tops-solid-55458005,,,,,,0,Size,M,,0,Color,Green,,0,,,,
21108,variation,PURPLE-2XL(70-80KG)-CHINA-1282010027,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,240,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,2XL(70-80kg),,0,Color,PURPLE,,0,"Ships From",CHINA,,0
21109,variation,NAVYBLUESHIRT-XLWEARS62.5-72KG-891635591,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XL wears 62.5-72KG, navy blue shirt",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XL wears 62.5-72KG",,0,Color,"navy blue shirt",,0,,,,
21110,variation,LIGHTBLUESHIRT-XXXLWEARS76-80KG-1217425305,"Cotton Mid-sleeve Thin Woman Blous Shir 2024 Summer New Loose Fashion - XXXL wears 76-80KG, light blue shirt",1,0,visible,,,,,taxable,parent,1,107,,0,0,,,,,0,,,17.07,,,,,,,cotton-mid-sleeve-thin-woman-blous-shir-2024-summer-new-loose-fashion-367514800,,,,,,0,Size,"XXXL wears 76-80KG",,0,Color,"light blue shirt",,0,,,,
21111,variation,YELLOW-XL(60-70KG)-CHINA-971293552,"Women's Sheer Glitter Lace-up Cardigan Half Sleeve Summer Lightweight",1,0,visible,,,,,taxable,parent,1,241,,0,0,,,,,0,,,6.36,,,,,,,women's-sheer-glitter-lace-up-cardigan-half-sleeve-summer-lightweight-1245084479,,,,,,0,Size,XL(60-70kg),,0,Color,Yellow,,0,"Ships From",CHINA,,0
